ID,Prediction
1,-0.5776873272885187
2,-0.5776873272885187
3,-0.5776873272885187
4,-0.5776873272885187
5,-0.5776873272885187
6,-0.5776873272885187
7,-0.5776873272885187
8,-0.5776873272885187
9,-0.5776873272885187
10,-0.5776873272885187
11,-0.5776873272885187
12,-0.5776873272885187
13,-0.5776873272885187
14,-0.5776873272885187
15,-0.5776873272885187
16,-0.5776873272885187
17,-0.5776873272885187
18,-0.5776873272885187
19,-0.5776873272885187
20,-0.5776873272885187
21,-0.5776873272885187
22,-0.5776873272885187
23,0.9874355232951315
24,-0.5776873272885187
25,-0.5776873272885187
26,-0.5776873272885187
27,-0.5776873272885187
28,-0.5776873272885187
29,-0.5776873272885187
30,-0.5776873272885187
31,-0.5776873272885187
32,-0.5776873272885187
33,-0.5776873272885187
34,-0.5776873272885187
35,-0.5776873272885187
36,-0.5776873272885187
37,-0.5776873272885187
38,-0.5776873272885187
39,-0.5776873272885187
40,-0.5776873272885187
41,-0.5776873272885187
42,-0.5776873272885187
43,0.2528790452834856
44,-0.5776873272885187
45,-0.5776873272885187
46,-0.5776873272885187
47,-0.5776873272885187
48,-0.5776873272885187
49,-0.5776873272885187
50,-0.5776873272885187
51,-0.5776873272885187
52,-0.5776873272885187
53,-0.5776873272885187
54,-0.5776873272885187
55,-0.5776873272885187
56,-0.5776873272885187
57,-0.5776873272885187
58,-0.5776873272885187
59,-0.5776873272885187
60,-0.5776873272885187
61,-0.5776873272885187
62,-0.5776873272885187
63,-0.5776873272885187
64,-0.5776873272885187
65,-0.5776873272885187
66,-0.5776873272885187
67,0.5050951733365208
68,-0.5776873272885187
69,-0.5776873272885187
70,-0.5776873272885187
71,-0.5776873272885187
72,-0.5776873272885187
73,-0.5776873272885187
74,-0.5776873272885187
75,-0.5776873272885187
76,-0.5776873272885187
77,-0.5776873272885187
78,-0.5776873272885187
79,-0.5776873272885187
80,-0.5776873272885187
81,-0.5776873272885187
82,-0.5776873272885187
83,-0.5776873272885187
84,-0.5776873272885187
85,-0.5776873272885187
86,-0.5776873272885187
87,-0.5776873272885187
88,-0.5776873272885187
89,-0.5776873272885187
90,-0.5776873272885187
91,-0.5776873272885187
92,-0.5776873272885187
93,-0.5776873272885187
94,-0.5776873272885187
95,-0.5776873272885187
96,-0.5776873272885187
97,-0.5776873272885187
98,-0.5776873272885187
99,-0.5776873272885187
100,-0.5776873272885187
101,-0.5776873272885187
102,-0.5776873272885187
103,-0.5776873272885187
104,-0.5776873272885187
105,-0.5776873272885187
106,-0.5776873272885187
107,-0.5776873272885187
108,-0.5776873272885187
109,-0.5776873272885187
110,-0.5776873272885187
111,-0.5776873272885187
112,-0.5776873272885187
113,-0.5776873272885187
114,-0.5776873272885187
115,-0.5776873272885187
116,-0.5776873272885187
117,-0.5776873272885187
118,-0.5776873272885187
119,-0.5776873272885187
120,-0.5776873272885187
121,-0.5776873272885187
122,-0.5776873272885187
123,-0.5776873272885187
124,-0.5776873272885187
125,0.2528790452834856
126,-0.5776873272885187
127,-0.5776873272885187
128,-0.5776873272885187
129,-0.5776873272885187
130,-0.5776873272885187
131,-0.5776873272885187
132,-0.5776873272885187
133,-0.5776873272885187
134,-0.5776873272885187
135,-0.5776873272885187
136,-0.5776873272885187
137,-0.5776873272885187
138,-0.5776873272885187
139,-0.5776873272885187
140,-0.5776873272885187
141,-0.5776873272885187
142,-0.5776873272885187
143,-0.5776873272885187
144,-0.5776873272885187
145,-0.5776873272885187
146,-0.5776873272885187
147,-0.5776873272885187
148,-0.5776873272885187
149,-0.5776873272885187
