ID,Prediction
1,0.25134799764251603
2,0.4641490961411086
3,0.3754407086824783
4,0.3756630611173478
5,0.32055123112441064
6,0.2986354760274727
7,0.3214935626215456
8,0.2910223268199685
9,0.19311861353620424
10,0.15569307285566972
11,0.1828768303830358
12,0.39516335996155577
13,0.39908244929031345
14,0.44740241556842164
15,0.2707953710548003
16,0.3445439456429813
17,0.29989339390874076
18,0.2615667574257069
19,0.23477428407633283
20,0.270058718217335
21,0.384551861081866
22,0.27216344317292757
23,0.46333347451001544
24,0.28979328776033747
25,0.35416626102052007
26,0.1516601682367471
27,0.47026108203776223
28,0.16472124510229916
29,0.22441740426775245
30,0.2956354192901855
31,0.2694471027714448
32,0.23612205254309915
33,0.23816262212590184
34,0.2617601872470999
35,0.36274884580228045
36,0.1818425060952867
37,0.3224523795993673
38,0.23456781935555657
39,0.23040483086638952
40,0.3284576033789252
41,0.4432075389837285
42,0.3805865869766398
43,0.3732744640096373
44,0.3219770671505214
45,0.31066921498841626
46,0.3666587817344637
47,0.3673823780988024
48,0.46267459581534276
49,0.2942858131161527
50,0.2619548456506909
51,0.43589159898908136
52,0.34011870886455764
53,0.2510061031278603
54,0.25313174516636633
55,0.2591261846622231
56,0.18577742059591676
57,0.31016757084755686
58,0.4310368786960897
59,0.24699151284688553
60,0.2950618317808213
61,0.3764918987433027
62,0.12348210354482313
63,0.2304048312195139
64,0.3399423251256672
65,0.18585471995067301
66,0.3397439217146596
67,0.22923450037095133
68,0.21389748058377328
69,0.1775081784860405
70,0.26256889087677676
71,0.4045721475678835
72,0.29128695947202243
73,0.24575735168519539
74,0.4310694062942061
75,0.38567118067623785
76,0.15582422019732461
77,0.29944696662545767
78,0.31728377603251307
79,0.2670824568537765
80,0.285553067303908
81,0.2854097631721628
82,0.23275037016530856
83,0.25089344119585705
84,0.11653881855746713
85,0.32933905304791106
86,0.2597810480177878
87,0.3195046100431058
88,0.295364395840639
89,0.3723860629872567
90,0.45100035152402246
91,0.15641385352398662
92,0.207398012220053
93,0.4590260412671326
94,0.18941691004744976
95,0.328764207865012
96,0.4607783845980795
97,0.33452356814838563
98,0.3650972267369546
99,0.3295040215173023
100,0.35740581206882754
101,0.3613406838610504
102,0.25623616691452894
103,0.4298300467414901
104,0.434943538440326
105,0.4552222535015977
106,0.08506148407600539
107,0.2992869387101873
108,0.2275357711650559
109,0.2595806576387383
110,0.2570488705388112
111,0.2703832682638564
112,0.344625054157723
113,0.3002431837436044
114,0.1937646052948919
115,0.119080441298225
116,0.17165531902779677
117,0.05534461922309485
118,0.25631200991120207
119,0.4163574127951775
120,0.13019769824894134
121,0.37903704416475986
122,0.2492167067531393
123,0.27580164172186705
124,0.30231362025607006
125,0.3630548503713096
126,0.40680966866254453
127,0.4277615955172582
128,0.3711629081387422
129,0.39811086181379074
130,0.2928278811754753
131,0.3818973144494763
132,0.23839266600562695
133,0.29992742925488597
134,0.11765723550360754
135,0.4323060147689849
136,0.1506107584654216
137,0.25433083404019213
138,0.34576438338653837
139,0.3289595175475129
140,0.27032028279226206
141,0.2744505328133658
142,0.36447110701664637
143,0.20667535899878836
144,0.262459509680073
145,0.2735143563286758
146,0.3164851218847791
147,0.43087061562332707
148,0.26828917311013295
149,0.41502571065713123
150,0.24608988262836393
151,0.30255718677431925
152,0.18121477360682
153,0.29058564010825416
154,0.26600581092983805
155,0.2758035954123636
156,0.29311484303617297
157,0.34465167644781486
158,0.26326770023365903
159,0.28683569120829416
160,0.21029906149986016
161,0.14927599392705673
162,0.33351158549728005
163,0.2526574268193026
164,0.29793006204812333
165,0.33138881247522406
166,0.3051113995834122
167,0.289851943671601
168,0.33002847418736786
169,0.4577941472921999
170,0.35873944669161956
171,0.23820639760376514
172,0.2390211922991901
173,0.3102443297761358
174,0.29519469382091185
175,0.16623209320108526
176,0.25284763544670313
177,0.15422760685228987
178,0.4299372057970306
179,0.3751780907013568
180,0.3482501603029383
181,0.24943922605456587
182,0.35335423390748677
183,0.3515187953832148
184,0.17952326026646603
185,0.20040317106610442
186,0.2755142247350927
187,0.3240902966049646
188,0.118108842381615
189,0.39813087178854956
190,0.27944506710985306
191,0.2884110352279831
192,0.43783261525811196
193,0.2403910480430138
194,0.22868279000456262
195,0.3801083855571375
196,0.3270451000001591
197,0.3038774666871264
198,0.2958902235687991
199,0.3576845535250125
200,0.3753865672018317
201,0.3780026976892181
202,0.2663589382116002
203,0.16465028305533752
204,0.261364488099545
205,0.4396738860498944
206,0.16258967571596353
207,0.1909278703033094
208,0.46496541075305453
209,0.43505220371982495
210,0.21630366412385985
211,0.2552505746278086
212,0.4583685581622132
213,0.27653720769240375
214,0.22460728941110672
215,0.32429480585241205
216,0.36949396003871204
217,0.34448414875133615
218,0.3146939410110641
219,0.2111489331909257
220,0.35540716083750007
221,0.06437737188707834
222,0.2741933437474469
223,0.29684298450905144
224,0.27044543868824145
225,0.3045554725320996
226,0.2534067696028675
227,0.30295541831477074
228,0.23808686585470834
229,0.2979424035252067
230,0.3154031797937708
231,0.34747112503497424
232,0.2810990589620196
233,0.4172327360789301
234,0.39532541594255466
235,0.2816225463095806
236,0.43539153147446513
237,0.2961789280405168
238,0.4174406126909744
239,0.21450030361042333
240,0.466580259823889
241,0.17213855486978533
242,0.4253113670115921
243,0.37375572787042427
244,0.28576258871273513
245,0.27038133497080935
246,0.1549640658693245
247,0.39662500376867565
248,0.16035137245312422
249,0.20894555024138678
250,0.34688767878686577
251,0.2584576613190869
252,0.28096008587891713
253,0.11463694359463768
254,0.27556522935679484
255,0.26653466590468966
256,0.23847923191547335
257,0.4357176417405375
258,0.2901059811462167
259,0.3975800574759585
260,0.28336117860214216
261,0.4396218385966972
262,0.27941637944860964
263,0.26012018481932575
264,0.29280858859826514
265,0.36219597104809104
266,0.35339914675200856
267,0.07186022297036744
268,0.3112650000322787
269,0.25871618745227015
270,0.21578943955209343
271,0.28133937241183227
272,0.22732514876835377
273,0.2937015258660375
274,0.29935832586576333
275,0.4419699182993745
276,0.44800859139614047
277,0.4683242348279062
278,0.36460085863409
279,0.41408258233141065
280,0.242822446197438
281,0.320736811631389
282,0.36425720736503825
283,0.3351910349074351
284,0.4578587770283557
285,0.2922259793013307
286,0.006211897796534107
287,0.3164362319954255
288,0.1516239849476869
289,0.270936060199485
290,0.26157984272081275
291,0.2699609174213043
292,0.27880660349460723
293,0.19859787818741037
294,0.20567670418408723
295,0.3765772345883316
296,0.254097048215879
297,0.3511246979110355
298,0.4565956686660292
299,0.27278379521924834
300,0.3414585626958675
301,0.3522571578339488
302,0.46946082806361045
303,0.26187697017205247
304,0.2991461018125058
305,0.3131723762170914
306,0.29180243850375565
307,0.15972267444115074
308,0.31440582578365966
309,0.29726357964232203
310,0.342320760104609
311,0.4157570436195219
312,0.3155464010877126
313,0.19433316896645925
314,0.23896400464006265
315,0.2824532190731424
316,0.2823436965458871
317,0.28708599176337796
318,0.3018050873528295
319,0.20059453301300426
320,0.13103059473109527
321,0.2652247963100318
322,0.2764035588834661
323,0.23067848064431223
324,0.23354965564697086
325,0.3658571174372595
326,0.33251422279507065
327,0.27953806778183266
328,0.05836610719844277
329,0.32602609979458375
330,0.25393692653798605
331,0.16156752776484118
332,0.21859172861146856
333,0.4384312620071349
334,0.44597570412798077
335,0.4527294440622712
336,0.3720508551467883
337,0.32334602248618244
338,0.45941888422855154
339,0.3262765906940362
340,0.29642803563697057
341,0.42262502258485735
342,0.25094699316411206
343,0.2747186738703651
344,0.31407446863352273
345,0.45239859255665
346,0.24659883044184286
347,0.29114095171217014
348,0.4138775170414224
349,0.23582001961562574
350,0.22920921064637242
351,0.15645794219775994
352,0.2587402324497744
353,0.32325574130333984
354,0.2607229173370591
355,0.2236095221329845
356,0.2774482800405414
357,0.310548239243758
358,0.24486510503848882
359,0.2771578259521801
360,0.3820921470875437
361,0.3000440115450946
362,0.39626177127981016
363,0.2994902386841586
364,0.22339977520778492
365,0.3112902869986379
366,0.32250818148205257
367,0.35212041872458144
368,0.35242643890335495
369,0.2532459727155728
